subtag	link-error	tag	link	source	id	splits	tag_description	comb.tag	comb.tag.freq	rom	ar	manual_check
t	0	800	0	loc	loc-14221	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Awrāq siyāsīyah ;	أوراق سياسية ؛	good
t	0	800	0	aco	aco-8473	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Mustanad al-ʻUrwah al-wuthqá.	مستند العروة الوثقى.‎‎‎	good
t	0	800	0	loc	loc-34461	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Dirāsāt fī tārīkh al-sāḥil al-Shāmī.	دراسات في تاريخ الساحل الشامي.	good
t	0	800	0	loc	loc-86581	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Maktabah al-tarbawīyah.	مكتبة التربوية.	good
t	0	800	0	aco	aco-11103	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Rasāʹil al-Marzubānī ;	رسال المرزباني ؛	good
t	0	800	0	loc	loc-46611	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Silsilat al-Arkān al-arbaʻah ;	سلسلة الأركان الأربعة ؛	good
t	0	800	0	loc	loc-87071	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Mawsūʻat al-murāfaʻāt al-ʻamalīyah.	موسوعة المرافعات العملية.	good
t	0	800	0	loc	loc-35671	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Silsilat Aʻlām al-masraḥ al-Gharbī ;	سلسلة أعلام المسرح الغربي ؛	good
t	0	800	0	loc	loc-87341	dev	SERIES ADDED ENTRY--PERSONAL NAME (R) - Title of a work (NR)	800t	32	Fī riḥāb al-Nabī wa-āl baytihi al-ṭāhirīn ;	في رحاب النبي وآل بيته الطاهرين ؛	good
												55
t	0	775	7	aco	aco-2263	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Dīwān al-sharqī lil-muʼallif al-gharbī.	الديوان الشرقي للمؤلف الغربي.	good
t	0	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Kitāb Majma‘ al-Baḥrayn.	كتاب مجمع البحرين	good
t	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Yazīdīyūn fī ḥaḍirihim wa-māḍihim.	اليزيديون في حاضرهم وماضيهم.	good
t	1	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	['al-Yazīdīyūn fī ḥaḍirihim wa-māḍihim.']	['اليزيديون في حاضرهم وماضيهم.']	good
t	0	775	7	aco	aco-383	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Uṣūl min al-Kāfī.	الاصول من الكافي.	good
t	0	775	7	aco	aco-1743	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Fann wa-madhāhibuhu fī al-shiʻr al-ʻArabī.	الفن ومذاهبه في الشعر العربي.	good
t	0	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Kitāb Majma‘ al-Baḥrayn.	كتاب مجمع البحرين	good
t	0	775	7	aco	aco-1903	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Majmaʻ al-bayān fī tafsīr al-Qurʼān	مجمع البيان في تفسير القرآن	good
t	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Yazīdīyūn fī ḥaḍirihim wa-māḍihim.	اليزيديون في حاضرهم وماضيهم.	good
t	0	775	7	aco	aco-3143	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Riyāḍ al-Khazʻalīyah fī al-siyāsah al-insānīyah.	الرياض الخزعلية في السياسة الإنسانية.	good
t	0	775	7	aco	aco-183	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Naqd al-ʻilm wa-al-ʻulamāʼ, aw, Talbīs Iblīs.	نقد العلم والعلماء، أو، تلبيس إبليس.	good
t	0	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Kitāb Majma‘ al-Baḥrayn	كتاب مجمع البحرين	good
t	0	775	7	aco	aco-3243	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Tārīkh al-ḥaḍārah al-Islāmīyah.	تاريخ الحضارة الإسلامية.	good
t	1	775	7	aco	aco-593	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	['Qaryah ẓālimah.']	['قرية ظالمة.']	good
t	0	775	7	aco	aco-1483	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Rūḥ al-thawrāt wa-al-Thawrah al-Faransīyah.	روح الثورات والثورة الفرنسية.	good
t	1	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	['Kitāb Majma‘ al-Baḥrayn.']	['كتاب مجمع البحرين']	good
t	0	775	7	aco	aco-1943	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Ḥisāb al-basīṭ.	الحساب البسيط.	good
t	0	775	7	aco	aco-173	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Fihris al-Kitāb al-Muqaddas : wa-huwa qāmūs yustadal bi-hi min alfāẓ al-Kitāb al-Muqaddas ʻalá mawāḍiʻ āyātih.	فهرس الكتاب المقدس : وهو قاموس يستدل به من ألفاظ الكتاب المقدس على مواضع آياته.	good
t	0	775	7	aco	aco-2013	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	Majmū‘ al-adab fī funūn al-‘Arab.	مجموع الأدب في فنون العرب.	good
t	0	775	7	aco	aco-933	dev	OTHER EDITION ENTRY (R) - Title (NR)	775t	31	al-Maḥfūẓāt al-Malakīyah al-Miṣrīyah.	المحفوظات الملكية المصرية.	good
												56
d	1	775	7	aco	aco-593	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	['al-Qāhirah : al-Hayʼah al-Miṣrīyah al-ʻĀmmah lil-Kitāb, 2006']	['القاهرة : الهيئة المصرية العامة للكتاب، 2006']	good
d	0	775	7	aco	aco-953	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	[Bayrūt] : Jāmi‘at Bayrūt al-Amīrikīyah, 1946	[بيروت] : جامعة بيروت الأميركية، 1946	good
d	0	775	7	aco	aco-1153	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Miṣr : Maṭbaʻat al-Wāʻiẓ, 1324 H. = 1906 M.	مصر : مطبعة الواعظ، الطبعة الثانية. 1906	good
d	0	775	7	aco	aco-173	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : Maktabat al-Mishʻal, 1981	بيروت : مكتبة المشعل، 1981	good
d	0	775	7	aco	aco-953	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : al-Dā’irah al-‘Arabīyah fī Jāmi‘at Bayrūt al-Amīrikīyah, 1932	بيروت : المطبعة الأدبية، 1932	good
d	0	775	7	aco	aco-933	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : al-Maktabah al-Būlusīyah, 1986	بيروت : المكتبة البولسية، 1986	good
d	0	775	7	aco	aco-1863	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : Dār al-Gharb al-Islāmī, 1980	بيروت : دار الغرب الاسلامي، 1980	good
d	0	775	7	aco	aco-1903	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : Dār al-Kutub al-‘Ilmīyah, 1997	بيروت : دار الكتب العلمية، 1997	good
d	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Baghdād, Dār al-Kitāb al-Jadīd, 1974	بغداد : دار الكتاب الجديد، 1974	good
d	1	775	7	aco	aco-593	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	['al-Qāhirah : Maktabat al-Nahḍah al-Miṣrīyah, 1984']	['القاهرة : مكتبة النهضة المصرية، 1984']	good
d	0	775	7	aco	aco-1743	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt, Lubnān : Markabat al-Andalus, 1956	بيروت، لبنان : مكتبة الأندلس، 1956.	good
d	0	775	7	aco	aco-2263	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : al-Muʼassasah al-ʻArabīyah lil-Dirāsāt wa-al-Nashr, 1980	بيروت : المؤسسة العربية للدراسات والنشر، 1980	good
d	0	775	7	aco	aco-1073	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	[Miṣr] : Lajnat al-Taʼlīf wa-al-Tarjamah wa-al-Nashr, 1944	[مصر] : لجنة التأليف والترجمة والنشر، 1944	good
d	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Ṣaydā : Maṭbaʻat al-ʻIrfān, 1372 H. = 1953 M.	صيدا : مطبعة العرفان، 1372 هـ. = 1953 م.	good
d	1	775	7	aco	aco-2423	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	['al-Qāhirah : Maktabat al-Nahḍah al-Miṣryah, 1369 H.= 1950 M.']	['القاهرة : مكتبة النهضة المصرية، 1369 هـ. = 1950 م.']	good
d	0	775	7	aco	aco-1943	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : Maṭba‘at al-Ittiḥād, 1946	بيروت : مطبعة الإتحاد، 1946	good
d	0	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : al-Maṭba‘ah al-Adabīyah, 1302 H. = 1885 M.	بيروت : المطبعة الأدبية، 1302 هـ. = 1885 م.	good
d	1	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	['Bayrūt : al-Maṭba‘ah al-Amīrikānīyah, 1332 H. = 1913 M.']	['بيروت : المطبعة الأميركانية، 1332 هـ. = 1913 م.']	good
d	0	775	7	aco	aco-1483	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Miṣr : al-Maṭbaʻah al-ʻAṣrīyah, 1934	مصر : المطبعة العصرية، 1934	good
d	0	775	7	aco	aco-2013	dev	OTHER EDITION ENTRY (R) - Place, publisher, and date of publication (NR)	775d	31	Bayrūt : al-Maṭba‘ah al-Amīrikānīyah, 1932	بيروت : المطبعة الأميركانية، 1932	good
												57
c	0	111	1	loc	loc-69261	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Mecca, Saudi Arabia)	‏Mecca, Saudi Arabia)	duplicate
c	0	111	1	loc	loc-42141	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Gaza)	Gaza)	duplicate
c	0	111	1	loc	loc-20731	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Cairo, Egypt)	القاهرة، مصر)	translation
c	0	111	1	loc	loc-72011	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Amman, Jordan)	عمان، الأردن)	translation
c	0	111	1	aco	aco-7943	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Tehran, Iran)	Tehran, Iran)	duplicate
c	0	111	1	loc	loc-48121	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Algiers, Algeria)	Algiers, Algeria)	duplicate
c	0	111	1	loc	loc-7831	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Markaz al-Qawmī lil-Buḥūth al-Ijtimāʻīyah wa-al-Jināʼīyah (Egypt))	مركز القومي للبحوث الاجتماعية والجنائية)	mixed
c	0	111	1	loc	loc-37921	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Alexandria, Egypt)	‏Alexandria, Egypt)	duplicate
c	0	111	1	loc	loc-69291	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Kuwait, Kuwait)	الكويت ، الكويت )	translation
c	0	111	1	loc	loc-53261	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Baghdad, Iraq)	بغداد، العراق)	translation
c	0	111	1	loc	loc-69301	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Ṣundūq al-Kuwaytī lil-Tanmiyah al-Iqtiṣādīyah al-ʻArabīyah)	Ṣundūq al-Kuwaytī lil-Tanmiyah al-Iqtiṣādīyah al-ʻArabīyah)	good
c	0	111	1	loc	loc-14501	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Jāmiʻat ʻAyn Shams)	جامعة عين شمس)	good
c	0	111	1	loc	loc-25381	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Tripoli, Libya)	Tripoli, Libya)	duplicate
c	0	111	1	loc	loc-34301	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Cairo, Egypt)	Cairo, Egypt)	duplicate
c	0	111	1	loc	loc-87631	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Amman, Jordan)	عمان، الاردن)	translation
c	0	111	1	loc	loc-7811	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Cairo, Egypt)	Cairo, Egypt)	duplicate
c	0	111	1	loc	loc-4111	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Abū Ẓaby, United Arab Emirates).	Abū Ẓaby, United Arab Emirates).	good
c	0	111	1	loc	loc-20561	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Cairo, Egypt)	القاهرة، مصر)	translation
c	0	111	1	loc	loc-89341	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Jāmiʻat Ḥalab)	جامعة حلب)	good
c	0	111	1	aco	aco-8223	dev	MAIN ENTRY--MEETING NAME (NR) - Location of meeting (R)	111c	30	Tehran, Iran)	Tehran, Iran)	duplicate
												58
y	0	651	5	aco	aco-1683	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-823	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-813	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century.	القرن التاسع عشر.	translation
y	0	651	5	aco	aco-1703	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century	القرن العشرون	translation
y	0	651	5	aco	aco-2983	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century.	القرن التاسع عشر.‪‪‪‪‪‪‪‪‪	translation
y	0	651	5	aco	aco-1713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century.	القرن التاسع عشر.	translation
y	0	651	5	aco	aco-933	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century	القرن التاسع عشر	translation
y	0	651	5	aco	aco-763	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	French occupation, 1798-1801.	الإحتلال الفرنسي، 1798-1801.	translation
y	0	651	5	aco	aco-1713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	Mohammed Ali, 1805-1849.	محمد علي، 1805-1849.	translation
y	0	651	5	aco	aco-1563	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century.	القرن التاسع عشر.	translation
y	0	651	5	aco	aco-823	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-553	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-823	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	20th century.	القرن العشرون.	translation
y	0	651	5	aco	aco-1813	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	French occupation, 1881-1956.	الإحتلال الفرنسي، 1881-1956.	translation
y	0	651	5	aco	aco-2923	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	19th century.	القرن التاسع عشر.	translation
y	0	651	5	aco	aco-1863	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	18th century.	القرن الثامن عشر.	translation
y	0	651	5	aco	aco-603	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	Ottoman Empire, 1288-1918.	الإمبراطورية العثمانية، 1288-1918.	translation
y	0	651	5	aco	aco-363	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - Chronological subdivision (R)	651y	29	Ottoman Empire, 1288-1918.	الإمبراطورية العثمانية، 1288-1918.	translation
												59
e	0	110	1	aco	aco-633	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة اصدار.	translation
e	0	110	1	aco	aco-413	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة اصدار.	translation
e	0	110	1	aco	aco-1473	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-2963	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1253	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1713	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-713	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-63	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-2373	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	author.	هيئة إصدار.	translation
e	0	110	1	aco	aco-3093	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-2473	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-2933	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.‪‪‪‪‪‪‪	translation
e	0	110	1	aco	aco-1933	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-853	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1873	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1773	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة اصدار.	translation
e	0	110	1	aco	aco-1563	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	author.	مؤلف.	translation
e	0	110	1	aco	aco-2343	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1693	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
e	0	110	1	aco	aco-1163	dev	MAIN ENTRY--CORPORATE NAME (NR) - Relator term (R)	110e	26	issuing body.	هيئة إصدار.	translation
												60
k	0	245	4	umich	umich-401	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-541	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript,	duplicate
k	0	245	4	umich	umich-621	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-641	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-241	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-531	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-221	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-571	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript,[].	duplicate
k	0	245	4	umich	umich-601	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-661	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-671	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,[1584].	manuscript،[1584].	duplicate
k	0	245	4	umich	umich-261	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-611	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-581	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-651	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-631	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-321	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-271	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-311	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
k	0	245	4	umich	umich-591	dev	TITLE STATEMENT (NR) - Form (R)	245k	25	manuscript,	manuscript،	duplicate
												61
b	0	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	Ṭubi‘a thālithatan	طبع ثالثةً	good
b	0	775	7	aco	aco-1483	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	Ṭabʻah thānīyah munaqqaḥah.	طبعة ثانية منقحة.	good
b	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭabʻah al-thālithah.	الطبعة الثالثة.	good
b	0	775	7	aco	aco-1743	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭabʻah al-thālithah, mazīdah wa-muwassaʻah.	الطبعة الثالثة، مزيدة وموسعة.	good
b	0	775	7	aco	aco-1823	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭabʻah al-thāniyah, mazīdah kāmilah.	الطبعة الثانية، مزيدة كاملة.	good
b	1	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	['Ṭabʻah khāmisah muhadhdhabah wa-mazīdah.']	['طبعة خامسة مهذبة ومزيدة.']	good
b	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	Ṭabʻah sādisah muhadhdhabah wa-mazīdah.	طبعة سادسة مهذبة ومزيدة.	good
b	1	775	7	aco	aco-663	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	['Ṭubi‘a khāmisatan']	['طبع خامسةً']	bad
b	0	775	7	aco	aco-173	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭabʻah al-khāmisah.	الطبعة الخامسة.	good
b	0	775	7	aco	aco-1943	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	Ṭab‘ah thānīyah munaqqaḥah wa-muzādah	طبعة ثانية منقحة ومزادة	good
b	0	775	7	aco	aco-953	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-ūlá.	الطبعة الأولى.	good
b	0	775	7	aco	aco-3143	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-ūlá	الطبعة الأولى	good
b	0	775	7	aco	aco-933	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-thānīyah.	الطبعة الثانية.	good
b	0	775	7	aco	aco-953	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-thālithah.	الطبعة الثالثة.	good
b	0	775	7	aco	aco-3243	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	Ṭ. 4	ط. 4	good
b	0	775	7	aco	aco-2013	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-tāsi‘ah	الطبعة التاسعة	good
b	1	775	7	aco	aco-2423	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	['al-Ṭabʻah al-ūlá.']	['الطبعة الأولى.']	good
b	0	775	7	aco	aco-1453	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭabʻah al-thānīyah.	الطبعة الثانية.	good
b	0	775	7	aco	aco-1863	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	al-Ṭab‘ah al-ūlá	الطبعة الأولى	good
b	1	775	7	aco	aco-593	dev	OTHER EDITION ENTRY (R) - Edition (NR)	775b	23	['al-Ṭabʻah al-thāniyah.']	['الطبعة الثانية.']	good
												62
a	0	505	0	loc	loc-60861	dev	FORMATTED CONTENTS NOTE (R) - Formatted contents note (NR)	505a	22	al-juzʼ 1. al-ʻAlāqāt al-dawlīyah fī al-sharīʻah wa-al-qānūn fī al-silm -- al-juzʼ 2. al-ʻAlāqāt al-dawlīyah fī al-sharīʻah wa-al-qānūn fī al-ḥarb.	‏الجزء 1. العلاقات الدولية في الشريعة والقانون في السلم الجزء 2. العلاقات الدولية في الشريعة والقانون في الحرب.	good
